timestamp,open,high,low,close,volume
2026-01-12 14:15:00,899.54,899.8,899.46,899.8,0.282
2026-01-12 14:16:00,899.8,899.8,898.63,898.63,5.312
2026-01-12 14:17:00,898.63,898.63,897.2,897.2,10.054
2026-01-12 14:18:00,897.23,897.95,897.22,897.95,2.78
2026-01-12 14:19:00,897.9,897.99,897.8,897.8,0.064
2026-01-12 14:20:00,897.62,897.62,896.94,896.94,2.04
2026-01-12 14:21:00,896.84,896.84,896.22,896.36,6.035
2026-01-12 14:22:00,896.41,896.42,896.32,896.32,5.674
2026-01-12 14:23:00,896.23,896.36,895.95,895.95,0.575
2026-01-12 14:24:00,895.86,895.86,894.98,895.18,11.623
2026-01-12 14:25:00,895.17,895.65,894.81,895.65,10.366
2026-01-12 14:26:00,895.66,895.73,895.45,895.67,0.947
2026-01-12 14:27:00,895.72,895.99,895.36,895.99,7.192
2026-01-12 14:28:00,895.99,896.17,895.89,896.14,0.81
2026-01-12 14:29:00,896.17,896.32,896.07,896.07,0.282
2026-01-12 14:30:00,896.14,896.69,896.14,896.69,0.323
2026-01-12 14:31:00,896.76,896.91,896.47,896.8,5.086
2026-01-12 14:32:00,896.81,898.48,896.81,898.48,2.353
2026-01-12 14:33:00,898.5,899.09,898.5,899.05,4.478
2026-01-12 14:34:00,899.05,899.47,898.51,898.51,6.738
2026-01-12 14:35:00,898.51,898.83,898.28,898.28,17.97
2026-01-12 14:36:00,898.33,898.63,898.33,898.34,1.104
2026-01-12 14:37:00,898.25,898.28,897.82,897.82,3.699
2026-01-12 14:38:00,897.91,899.59,897.91,899.59,2.943
2026-01-12 14:39:00,899.72,900.81,899.72,900.81,12.486
2026-01-12 14:40:00,900.8,900.98,899.64,899.65,3.782
2026-01-12 14:41:00,899.6,899.6,899.25,899.4,3.294
2026-01-12 14:42:00,899.65,900.12,899.65,899.8,2.961
2026-01-12 14:43:00,899.75,899.75,899.3,899.38,1.095
2026-01-12 14:44:00,899.19,899.62,898.82,899.62,1.351
2026-01-12 14:45:00,899.68,899.71,899.24,899.24,9.422
2026-01-12 14:46:00,899.06,899.06,898.72,898.97,0.749
2026-01-12 14:47:00,899.14,900.04,899.14,900.04,7.865
2026-01-12 14:48:00,900.06,900.06,899.76,899.94,0.282
2026-01-12 14:49:00,899.81,899.88,899.75,899.75,2.855
2026-01-12 14:50:00,899.76,900.66,899.76,900.66,0.897
2026-01-12 14:51:00,900.67,901.51,900.67,901.51,3.576
2026-01-12 14:52:00,901.6,902.05,899.85,899.85,11.45
2026-01-12 14:53:00,899.85,899.85,899.53,899.53,5.011
2026-01-12 14:54:00,899.5,899.5,898.97,898.97,22.24
2026-01-12 14:55:00,899.05,899.39,899.05,899.39,0.177
2026-01-12 14:56:00,899.39,899.77,899.39,899.77,0.365
2026-01-12 14:57:00,899.83,899.86,899.59,899.59,1.436
2026-01-12 14:58:00,899.59,899.65,899.35,899.46,1.104
2026-01-12 14:59:00,899.45,899.96,899.45,899.96,1.279
2026-01-12 15:00:00,899.87,899.87,899.58,899.58,0.484
2026-01-12 15:01:00,899.54,899.84,899.54,899.82,0.173
2026-01-12 15:02:00,899.76,899.76,899.29,899.46,7.011
2026-01-12 15:03:00,899.52,899.95,899.35,899.95,2.862
2026-01-12 15:04:00,900.04,900.09,899.49,899.49,4.624
2026-01-12 15:05:00,899.59,900.07,899.59,899.96,1.019
2026-01-12 15:06:00,899.8,899.87,899.47,899.87,0.607
2026-01-12 15:07:00,899.96,900.12,899.93,900.12,11.553
2026-01-12 15:08:00,900.19,900.51,900.19,900.51,1.948
2026-01-12 15:09:00,900.66,900.79,900.4,900.4,1.714
2026-01-12 15:10:00,900.4,900.4,899.68,899.95,13.51
2026-01-12 15:11:00,899.88,899.98,899.7,899.98,2.302
2026-01-12 15:12:00,899.8,899.8,899.12,899.28,4.796
2026-01-12 15:13:00,899.47,899.94,899.47,899.94,0.179
2026-01-12 15:14:00,900.03,900.24,899.79,900.24,0.423
2026-01-12 15:15:00,900.34,900.56,900.34,900.54,0.394
2026-01-12 15:16:00,900.61,900.61,900.36,900.36,1.573
2026-01-12 15:17:00,900.25,900.73,900.23,900.73,2.555
2026-01-12 15:18:00,900.83,901.26,900.81,901.08,2.599
2026-01-12 15:19:00,901.09,902.06,901.09,902.06,0.523
2026-01-12 15:20:00,902.13,903.28,902.12,902.92,1.227
2026-01-12 15:21:00,902.56,902.57,901.86,901.86,3.812
2026-01-12 15:22:00,901.6,901.65,901.44,901.65,0.717
2026-01-12 15:23:00,901.65,901.87,901.35,901.87,2.627
