timestamp,open,high,low,close,volume
2026-01-19 14:15:00,133.41,133.41,133.41,133.41,0.523
2026-01-19 14:16:00,133.44,133.44,133.44,133.44,0.525
2026-01-19 14:17:00,133.49,133.49,133.43,133.48,51.448
2026-01-19 14:18:00,133.5,133.54,133.49,133.54,7.117
2026-01-19 14:19:00,133.55,133.55,133.52,133.52,51.389
2026-01-19 14:20:00,133.57,133.6,133.57,133.59,18.824
2026-01-19 14:21:00,133.58,133.58,133.58,133.58,6.567
2026-01-19 14:22:00,133.61,133.65,133.61,133.65,141.852
2026-01-19 14:23:00,133.66,133.66,133.59,133.59,126.094
2026-01-19 14:24:00,133.59,133.59,133.59,133.59,0.0
2026-01-19 14:25:00,133.46,133.46,133.44,133.44,18.475
2026-01-19 14:26:00,133.46,133.51,133.46,133.51,96.493
2026-01-19 14:27:00,133.51,133.51,133.51,133.51,6.419
2026-01-19 14:28:00,133.59,133.6,133.59,133.6,34.47
2026-01-19 14:29:00,133.56,133.56,133.52,133.52,15.738
2026-01-19 14:30:00,133.55,133.59,133.55,133.59,113.567
2026-01-19 14:31:00,133.62,133.71,133.62,133.71,81.21
2026-01-19 14:32:00,133.72,133.78,133.7,133.71,82.831
2026-01-19 14:33:00,133.71,133.71,133.61,133.61,165.627
2026-01-19 14:34:00,133.64,133.67,133.64,133.65,108.502
2026-01-19 14:35:00,133.65,133.66,133.6,133.6,84.793
2026-01-19 14:36:00,133.44,133.46,133.41,133.46,59.917
2026-01-19 14:37:00,133.47,133.47,133.4,133.42,35.724
2026-01-19 14:38:00,133.39,133.39,133.39,133.39,14.963
2026-01-19 14:39:00,133.42,133.42,133.42,133.42,6.419
2026-01-19 14:40:00,133.46,133.46,133.46,133.46,0.749
2026-01-19 14:41:00,133.41,133.41,133.4,133.4,45.332
2026-01-19 14:42:00,133.4,133.4,133.4,133.4,0.0
2026-01-19 14:43:00,133.46,133.46,133.45,133.45,30.772
2026-01-19 14:44:00,133.45,133.45,133.45,133.45,0.0
2026-01-19 14:45:00,133.43,133.43,133.38,133.38,34.072
2026-01-19 14:46:00,133.38,133.43,133.38,133.43,45.125
2026-01-19 14:47:00,133.47,133.51,133.47,133.51,36.413
2026-01-19 14:48:00,133.62,133.62,133.62,133.62,110.088
2026-01-19 14:49:00,133.62,133.62,133.62,133.62,0.0
2026-01-19 14:50:00,133.62,133.62,133.62,133.62,0.0
2026-01-19 14:51:00,133.62,133.62,133.6,133.6,6.793
2026-01-19 14:52:00,133.57,133.57,133.57,133.57,30.064
2026-01-19 14:53:00,133.47,133.54,133.47,133.54,15.725
2026-01-19 14:54:00,133.52,133.55,133.52,133.55,85.666
2026-01-19 14:55:00,133.55,133.56,133.48,133.48,153.097
2026-01-19 14:56:00,133.54,133.54,133.54,133.54,44.919
2026-01-19 14:57:00,133.56,133.56,133.56,133.56,19.015
2026-01-19 14:58:00,133.56,133.56,133.56,133.56,0.935
2026-01-19 14:59:00,133.56,133.56,133.56,133.56,0.0
2026-01-19 15:00:00,133.51,133.57,133.51,133.57,78.832
2026-01-19 15:01:00,133.56,133.66,133.56,133.66,141.203
2026-01-19 15:02:00,133.66,133.83,133.66,133.82,151.652
2026-01-19 15:03:00,133.76,133.76,133.7,133.74,211.012
2026-01-19 15:04:00,133.77,133.77,133.66,133.67,139.759
2026-01-19 15:05:00,133.6,133.6,133.6,133.6,46.195
2026-01-19 15:06:00,133.57,133.62,133.57,133.57,61.64
2026-01-19 15:07:00,133.51,133.51,133.51,133.51,108.726
2026-01-19 15:08:00,133.51,133.51,133.51,133.51,0.0
2026-01-19 15:09:00,133.55,133.55,133.55,133.55,31.063
2026-01-19 15:10:00,133.6,133.6,133.6,133.6,29.942
2026-01-19 15:11:00,133.6,133.6,133.6,133.6,0.0
2026-01-19 15:12:00,133.57,133.57,133.57,133.57,14.971
2026-01-19 15:13:00,133.48,133.48,133.46,133.46,1.001
2026-01-19 15:14:00,133.51,133.58,133.51,133.58,64.078
2026-01-19 15:15:00,133.61,133.61,133.6,133.6,10.16
2026-01-19 15:16:00,133.65,133.65,133.55,133.55,165.797
2026-01-19 15:17:00,133.55,133.56,133.48,133.48,37.495
2026-01-19 15:18:00,133.47,133.51,133.47,133.51,53.573
2026-01-19 15:19:00,133.5,133.61,133.5,133.61,85.009
2026-01-19 15:20:00,133.61,133.61,133.58,133.58,139.589
2026-01-19 15:21:00,133.56,133.57,133.56,133.57,76.358
2026-01-19 15:22:00,133.55,133.62,133.55,133.61,92.079
2026-01-19 15:23:00,133.61,133.62,133.6,133.6,74.415
2026-01-19 15:24:00,133.53,133.53,133.52,133.53,134.956
2026-01-19 15:25:00,133.54,133.63,133.54,133.63,169.952
2026-01-19 15:26:00,133.63,133.74,133.63,133.74,22.139
2026-01-19 15:27:00,133.77,133.85,133.77,133.85,18.848
2026-01-19 15:28:00,133.88,133.9,133.85,133.9,59.117
2026-01-19 15:29:00,133.9,133.9,133.61,133.76,271.203
2026-01-19 15:30:00,133.76,133.83,133.76,133.83,23.048
2026-01-19 15:31:00,133.83,133.87,133.74,133.75,253.537
2026-01-19 15:32:00,133.75,133.75,133.61,133.62,89.741
2026-01-19 15:33:00,133.75,133.88,133.75,133.88,125.908
2026-01-19 15:34:00,133.89,133.89,133.85,133.85,66.052
2026-01-19 15:35:00,133.89,133.89,133.8,133.8,0.497
2026-01-19 15:36:00,133.73,133.73,133.67,133.71,368.747
2026-01-19 15:37:00,133.65,133.65,133.55,133.55,45.354
2026-01-19 15:38:00,133.53,133.59,133.53,133.55,22.972
2026-01-19 15:39:00,133.56,133.56,133.55,133.55,6.478
2026-01-19 15:40:00,133.55,133.66,133.55,133.6,295.557
2026-01-19 15:41:00,133.6,133.6,133.49,133.49,91.206
